run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed1_alpha27,curriculum,0.0,0.75,0.25,1,0.98828125,10.6953125,histories/curriculum_icm+rnd_seed1_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha27.csv
curriculum_icm+rnd_seed1_alpha28,curriculum,0.875,0.0,0.125,1,0.81640625,7.56640625,histories/curriculum_icm+rnd_seed1_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha28.csv
curriculum_icm+rnd_seed1_alpha29,curriculum,0.75,0.125,0.125,1,0.93359375,8.28515625,histories/curriculum_icm+rnd_seed1_alpha29.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha29.csv
curriculum_icm+rnd_seed1_alpha30,curriculum,0.625,0.25,0.125,1,0.984375,8.78515625,histories/curriculum_icm+rnd_seed1_alpha30.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha30.csv
curriculum_icm+rnd_seed1_alpha31,curriculum,0.5,0.375,0.125,1,1.0,9.2734375,histories/curriculum_icm+rnd_seed1_alpha31.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha31.csv
curriculum_icm+rnd_seed1_alpha32,curriculum,0.375,0.5,0.125,1,1.0,10.578125,histories/curriculum_icm+rnd_seed1_alpha32.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha32.csv
curriculum_icm+rnd_seed1_alpha33,curriculum,0.25,0.625,0.125,1,0.99609375,10.99609375,histories/curriculum_icm+rnd_seed1_alpha33.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha33.csv
curriculum_icm+rnd_seed1_alpha34,curriculum,0.125,0.75,0.125,1,1.0,10.9765625,histories/curriculum_icm+rnd_seed1_alpha34.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha34.csv
curriculum_icm+rnd_seed1_alpha35,curriculum,0.0,0.875,0.125,1,0.99609375,10.45703125,histories/curriculum_icm+rnd_seed1_alpha35.csv,alpha_histories/curriculum_icm+rnd_seed1_alpha35.csv
curriculum_icm+rnd_seed2_alpha0,curriculum,0.0,0.0,1.0,2,0.0703125,3.53515625,histories/curriculum_icm+rnd_seed2_alpha0.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha0.csv
curriculum_icm+rnd_seed2_alpha1,curriculum,0.125,0.0,0.875,2,0.21875,4.984375,histories/curriculum_icm+rnd_seed2_alpha1.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha1.csv
curriculum_icm+rnd_seed2_alpha2,curriculum,0.0,0.125,0.875,2,0.1953125,4.703125,histories/curriculum_icm+rnd_seed2_alpha2.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha2.csv
curriculum_icm+rnd_seed2_alpha3,curriculum,0.25,0.0,0.75,2,0.890625,8.7265625,histories/curriculum_icm+rnd_seed2_alpha3.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha3.csv
curriculum_icm+rnd_seed2_alpha4,curriculum,0.125,0.125,0.75,2,0.54296875,7.7734375,histories/curriculum_icm+rnd_seed2_alpha4.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha4.csv
curriculum_icm+rnd_seed2_alpha5,curriculum,0.0,0.25,0.75,2,0.3984375,6.484375,histories/curriculum_icm+rnd_seed2_alpha5.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha5.csv
curriculum_icm+rnd_seed2_alpha6,curriculum,0.375,0.0,0.625,2,0.9765625,7.4140625,histories/curriculum_icm+rnd_seed2_alpha6.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha6.csv
curriculum_icm+rnd_seed2_alpha7,curriculum,0.25,0.125,0.625,2,0.95703125,9.62890625,histories/curriculum_icm+rnd_seed2_alpha7.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha7.csv
curriculum_icm+rnd_seed2_alpha8,curriculum,0.125,0.25,0.625,2,0.890625,10.94140625,histories/curriculum_icm+rnd_seed2_alpha8.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha8.csv
curriculum_icm+rnd_seed2_alpha9,curriculum,0.0,0.375,0.625,2,0.80859375,10.265625,histories/curriculum_icm+rnd_seed2_alpha9.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha9.csv
curriculum_icm+rnd_seed2_alpha10,curriculum,0.5,0.0,0.5,2,0.9921875,7.078125,histories/curriculum_icm+rnd_seed2_alpha10.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha10.csv
curriculum_icm+rnd_seed2_alpha11,curriculum,0.375,0.125,0.5,2,0.9921875,7.73828125,histories/curriculum_icm+rnd_seed2_alpha11.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha11.csv
curriculum_icm+rnd_seed2_alpha12,curriculum,0.25,0.25,0.5,2,0.9765625,11.04296875,histories/curriculum_icm+rnd_seed2_alpha12.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha12.csv
curriculum_icm+rnd_seed2_alpha13,curriculum,0.125,0.375,0.5,2,0.96484375,12.0078125,histories/curriculum_icm+rnd_seed2_alpha13.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha13.csv
curriculum_icm+rnd_seed2_alpha14,curriculum,0.0,0.5,0.5,2,0.98046875,11.6875,histories/curriculum_icm+rnd_seed2_alpha14.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha14.csv
curriculum_icm+rnd_seed2_alpha15,curriculum,0.625,0.0,0.375,2,0.984375,6.94921875,histories/curriculum_icm+rnd_seed2_alpha15.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha15.csv
curriculum_icm+rnd_seed2_alpha16,curriculum,0.5,0.125,0.375,2,0.99609375,7.35546875,histories/curriculum_icm+rnd_seed2_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha16.csv
curriculum_icm+rnd_seed2_alpha17,curriculum,0.375,0.25,0.375,2,0.9921875,8.56640625,histories/curriculum_icm+rnd_seed2_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha17.csv
curriculum_icm+rnd_seed2_alpha18,curriculum,0.25,0.375,0.375,2,0.984375,11.59765625,histories/curriculum_icm+rnd_seed2_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha18.csv
curriculum_icm+rnd_seed2_alpha19,curriculum,0.125,0.5,0.375,2,0.9921875,12.07421875,histories/curriculum_icm+rnd_seed2_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha19.csv
curriculum_icm+rnd_seed2_alpha20,curriculum,0.0,0.625,0.375,2,0.9765625,11.39453125,histories/curriculum_icm+rnd_seed2_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha20.csv
curriculum_icm+rnd_seed2_alpha21,curriculum,0.75,0.0,0.25,2,0.96875,6.92578125,histories/curriculum_icm+rnd_seed2_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha21.csv
curriculum_icm+rnd_seed2_alpha22,curriculum,0.625,0.125,0.25,2,0.9921875,6.98828125,histories/curriculum_icm+rnd_seed2_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha22.csv
curriculum_icm+rnd_seed2_alpha23,curriculum,0.5,0.25,0.25,2,0.984375,7.37109375,histories/curriculum_icm+rnd_seed2_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha23.csv
curriculum_icm+rnd_seed2_alpha24,curriculum,0.375,0.375,0.25,2,0.98828125,9.44921875,histories/curriculum_icm+rnd_seed2_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha24.csv
curriculum_icm+rnd_seed2_alpha25,curriculum,0.25,0.5,0.25,2,0.9921875,11.8828125,histories/curriculum_icm+rnd_seed2_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha25.csv
curriculum_icm+rnd_seed2_alpha26,curriculum,0.125,0.625,0.25,2,0.99609375,11.796875,histories/curriculum_icm+rnd_seed2_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha26.csv
curriculum_icm+rnd_seed2_alpha27,curriculum,0.0,0.75,0.25,2,1.0,11.55078125,histories/curriculum_icm+rnd_seed2_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha27.csv
curriculum_icm+rnd_seed2_alpha28,curriculum,0.875,0.0,0.125,2,0.01953125,0.90234375,histories/curriculum_icm+rnd_seed2_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha28.csv
curriculum_icm+rnd_seed2_alpha29,curriculum,0.75,0.125,0.125,2,0.53515625,4.28125,histories/curriculum_icm+rnd_seed2_alpha29.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha29.csv
curriculum_icm+rnd_seed2_alpha30,curriculum,0.625,0.25,0.125,2,0.96875,7.1328125,histories/curriculum_icm+rnd_seed2_alpha30.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha30.csv
curriculum_icm+rnd_seed2_alpha31,curriculum,0.5,0.375,0.125,2,0.98828125,7.9921875,histories/curriculum_icm+rnd_seed2_alpha31.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha31.csv
curriculum_icm+rnd_seed2_alpha32,curriculum,0.375,0.5,0.125,2,0.8359375,9.6953125,histories/curriculum_icm+rnd_seed2_alpha32.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha32.csv
curriculum_icm+rnd_seed2_alpha33,curriculum,0.25,0.625,0.125,2,0.42578125,7.49609375,histories/curriculum_icm+rnd_seed2_alpha33.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha33.csv
curriculum_icm+rnd_seed2_alpha34,curriculum,0.125,0.75,0.125,2,0.109375,4.82421875,histories/curriculum_icm+rnd_seed2_alpha34.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha34.csv
curriculum_icm+rnd_seed2_alpha35,curriculum,0.0,0.875,0.125,2,0.046875,4.20703125,histories/curriculum_icm+rnd_seed2_alpha35.csv,alpha_histories/curriculum_icm+rnd_seed2_alpha35.csv
curriculum_icm+rnd_seed3_alpha0,curriculum,0.0,0.0,1.0,3,0.94921875,9.05859375,histories/curriculum_icm+rnd_seed3_alpha0.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha0.csv
curriculum_icm+rnd_seed3_alpha1,curriculum,0.125,0.0,0.875,3,0.97265625,8.81640625,histories/curriculum_icm+rnd_seed3_alpha1.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha1.csv
curriculum_icm+rnd_seed3_alpha2,curriculum,0.0,0.125,0.875,3,0.984375,9.65625,histories/curriculum_icm+rnd_seed3_alpha2.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha2.csv
curriculum_icm+rnd_seed3_alpha3,curriculum,0.25,0.0,0.75,3,1.0,8.41796875,histories/curriculum_icm+rnd_seed3_alpha3.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha3.csv
curriculum_icm+rnd_seed3_alpha4,curriculum,0.125,0.125,0.75,3,0.98828125,9.4765625,histories/curriculum_icm+rnd_seed3_alpha4.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha4.csv
curriculum_icm+rnd_seed3_alpha5,curriculum,0.0,0.25,0.75,3,0.98828125,9.9609375,histories/curriculum_icm+rnd_seed3_alpha5.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha5.csv
curriculum_icm+rnd_seed3_alpha6,curriculum,0.375,0.0,0.625,3,0.9765625,8.1015625,histories/curriculum_icm+rnd_seed3_alpha6.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha6.csv
curriculum_icm+rnd_seed3_alpha7,curriculum,0.25,0.125,0.625,3,0.9921875,8.86328125,histories/curriculum_icm+rnd_seed3_alpha7.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha7.csv
curriculum_icm+rnd_seed3_alpha8,curriculum,0.125,0.25,0.625,3,0.99609375,9.859375,histories/curriculum_icm+rnd_seed3_alpha8.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha8.csv
curriculum_icm+rnd_seed3_alpha9,curriculum,0.0,0.375,0.625,3,0.9921875,10.26171875,histories/curriculum_icm+rnd_seed3_alpha9.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha9.csv
curriculum_icm+rnd_seed3_alpha10,curriculum,0.5,0.0,0.5,3,0.98828125,7.9296875,histories/curriculum_icm+rnd_seed3_alpha10.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha10.csv
curriculum_icm+rnd_seed3_alpha11,curriculum,0.375,0.125,0.5,3,1.0,8.39453125,histories/curriculum_icm+rnd_seed3_alpha11.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha11.csv
curriculum_icm+rnd_seed3_alpha12,curriculum,0.25,0.25,0.5,3,1.0,9.44140625,histories/curriculum_icm+rnd_seed3_alpha12.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha12.csv
curriculum_icm+rnd_seed3_alpha13,curriculum,0.125,0.375,0.5,3,0.99609375,10.19140625,histories/curriculum_icm+rnd_seed3_alpha13.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha13.csv
curriculum_icm+rnd_seed3_alpha14,curriculum,0.0,0.5,0.5,3,0.9921875,10.60546875,histories/curriculum_icm+rnd_seed3_alpha14.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha14.csv
curriculum_icm+rnd_seed3_alpha15,curriculum,0.625,0.0,0.375,3,0.99609375,7.8125,histories/curriculum_icm+rnd_seed3_alpha15.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha15.csv
curriculum_icm+rnd_seed3_alpha16,curriculum,0.5,0.125,0.375,3,1.0,8.00390625,histories/curriculum_icm+rnd_seed3_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha16.csv
curriculum_icm+rnd_seed3_alpha17,curriculum,0.375,0.25,0.375,3,0.99609375,8.58203125,histories/curriculum_icm+rnd_seed3_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha17.csv
curriculum_icm+rnd_seed3_alpha18,curriculum,0.25,0.375,0.375,3,1.0,9.98828125,histories/curriculum_icm+rnd_seed3_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha18.csv
curriculum_icm+rnd_seed3_alpha19,curriculum,0.125,0.5,0.375,3,1.0,10.8984375,histories/curriculum_icm+rnd_seed3_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha19.csv
curriculum_icm+rnd_seed3_alpha20,curriculum,0.0,0.625,0.375,3,1.0,10.6484375,histories/curriculum_icm+rnd_seed3_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha20.csv
curriculum_icm+rnd_seed3_alpha21,curriculum,0.75,0.0,0.25,3,0.984375,7.80859375,histories/curriculum_icm+rnd_seed3_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha21.csv
curriculum_icm+rnd_seed3_alpha22,curriculum,0.625,0.125,0.25,3,0.984375,7.87109375,histories/curriculum_icm+rnd_seed3_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha22.csv
curriculum_icm+rnd_seed3_alpha23,curriculum,0.5,0.25,0.25,3,0.98828125,8.16015625,histories/curriculum_icm+rnd_seed3_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha23.csv
curriculum_icm+rnd_seed3_alpha24,curriculum,0.375,0.375,0.25,3,1.0,9.26171875,histories/curriculum_icm+rnd_seed3_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha24.csv
curriculum_icm+rnd_seed3_alpha25,curriculum,0.25,0.5,0.25,3,1.0,10.72265625,histories/curriculum_icm+rnd_seed3_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha25.csv
curriculum_icm+rnd_seed3_alpha26,curriculum,0.125,0.625,0.25,3,0.99609375,10.94921875,histories/curriculum_icm+rnd_seed3_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha26.csv
curriculum_icm+rnd_seed3_alpha27,curriculum,0.0,0.75,0.25,3,1.0,10.625,histories/curriculum_icm+rnd_seed3_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha27.csv
curriculum_icm+rnd_seed3_alpha28,curriculum,0.875,0.0,0.125,3,0.93359375,7.5703125,histories/curriculum_icm+rnd_seed3_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha28.csv
curriculum_icm+rnd_seed3_alpha29,curriculum,0.75,0.125,0.125,3,0.9765625,7.8125,histories/curriculum_icm+rnd_seed3_alpha29.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha29.csv
curriculum_icm+rnd_seed3_alpha30,curriculum,0.625,0.25,0.125,3,0.984375,8.01953125,histories/curriculum_icm+rnd_seed3_alpha30.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha30.csv
curriculum_icm+rnd_seed3_alpha31,curriculum,0.5,0.375,0.125,3,0.99609375,8.328125,histories/curriculum_icm+rnd_seed3_alpha31.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha31.csv
