run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed3_alpha5,curriculum,0.0,0.25,0.75,3,1.0,13.63671875,histories/curriculum_icm+rnd_seed3_alpha5.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha5.csv
curriculum_icm+rnd_seed3_alpha6,curriculum,0.375,0.0,0.625,3,1.0,7.69921875,histories/curriculum_icm+rnd_seed3_alpha6.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha6.csv
curriculum_icm+rnd_seed3_alpha7,curriculum,0.25,0.125,0.625,3,1.0,8.37890625,histories/curriculum_icm+rnd_seed3_alpha7.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha7.csv
curriculum_icm+rnd_seed3_alpha8,curriculum,0.125,0.25,0.625,3,1.0,12.80078125,histories/curriculum_icm+rnd_seed3_alpha8.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha8.csv
curriculum_icm+rnd_seed3_alpha9,curriculum,0.0,0.375,0.625,3,1.0,13.87890625,histories/curriculum_icm+rnd_seed3_alpha9.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha9.csv
curriculum_icm+rnd_seed3_alpha10,curriculum,0.5,0.0,0.5,3,1.0,7.44140625,histories/curriculum_icm+rnd_seed3_alpha10.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha10.csv
curriculum_icm+rnd_seed3_alpha11,curriculum,0.375,0.125,0.5,3,1.0,7.78515625,histories/curriculum_icm+rnd_seed3_alpha11.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha11.csv
curriculum_icm+rnd_seed3_alpha12,curriculum,0.25,0.25,0.5,3,1.0,10.390625,histories/curriculum_icm+rnd_seed3_alpha12.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha12.csv
curriculum_icm+rnd_seed3_alpha13,curriculum,0.125,0.375,0.5,3,1.0,13.7734375,histories/curriculum_icm+rnd_seed3_alpha13.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha13.csv
curriculum_icm+rnd_seed3_alpha14,curriculum,0.0,0.5,0.5,3,1.0,14.3671875,histories/curriculum_icm+rnd_seed3_alpha14.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha14.csv
curriculum_icm+rnd_seed3_alpha15,curriculum,0.625,0.0,0.375,3,1.0,7.375,histories/curriculum_icm+rnd_seed3_alpha15.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha15.csv
curriculum_icm+rnd_seed3_alpha16,curriculum,0.5,0.125,0.375,3,1.0,7.3984375,histories/curriculum_icm+rnd_seed3_alpha16.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha16.csv
curriculum_icm+rnd_seed3_alpha17,curriculum,0.375,0.25,0.375,3,1.0,8.0546875,histories/curriculum_icm+rnd_seed3_alpha17.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha17.csv
curriculum_icm+rnd_seed3_alpha18,curriculum,0.25,0.375,0.375,3,1.0,12.75390625,histories/curriculum_icm+rnd_seed3_alpha18.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha18.csv
curriculum_icm+rnd_seed3_alpha19,curriculum,0.125,0.5,0.375,3,1.0,14.328125,histories/curriculum_icm+rnd_seed3_alpha19.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha19.csv
